ID Number,Forename,Surname,Birth Year,Sex,Age,Mother ID,Father ID,No. of Kids,No. of Friends,Partner ID,MB Type,Q1,A1,Q2,A2,Q3,A3,Q4,A4,Q5,A5,Job,Gen
111,Arya,Harkness,52,Female,48,77,83,0,4,Single,ENFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Who was your first friend?,My first friend was Mohammed Copland,What is your eldest sibling's age?,My eldest sibling is Lyle who was born in the year 51,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,Weaver,3
112,Diane,Brodie,53,Female,47,51,42,1,4,103,ESTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your mother when she had you?,My mother was 45 years old when she had me,Do you have any shared friends with Phoebe Copland?,No. Phoebe and I don't share any friends,Who were your parents?,My mother was Esme and my father was Kai,How many friends do you have?,I have 4 friends,Farmer,3
113,Ellen,Copland,54,Female,46,51,42,2,4,114,ESTP,What did you do when you turned 16?,I became an Housewife once I became an adult.,What happened to your torso?,I scarred my torso when I was 18,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father was 74 when he died,Who was your first friend?,My first friend was Russell Brodie,Housewife,3
115,Cole,Copland,57,Male,43,74,69,0,4,125,ESTJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your right arm?,I scarred my right arm when I was 24,What happened to your right leg?,I scarred my right leg when I was 33,How old was your mother when she had you?,My mother was 38 years old when she had me,Do you have any shared friends with Rory Smith?,Yes. We have 1 shared friend. It's Lorraine Harkness,Soldier,3
116,Lorraine,Harkness,57,Female,43,77,83,0,4,Single,ENFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Who were your parents?,My mother was Jane and my father was Reece,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father was 71 when he died,Weaver,3
117,Rory,Smith,57,Male,43,78,85,0,4,127,ENTP,What did you do when you turned 16?,I became an Hunter once I became an adult.,Who was your first friend?,My first friend was Cole Copland,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Noah who was born 15 years after me,How old was your mother when she died?,My mother was 77 when she died,Do you have any children?,I don't have any children,Hunter,3
118,Maya,Harkness,59,Female,41,77,83,2,4,128,ENFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your mother when she had you?,My mother was 38 years old when she had me,Do you have any shared friends with Phoebe Copland?,No. Phoebe and I don't share any friends,Who were your parents?,My mother was Jane and my father was Reece,How many friends do you have?,I have 4 friends,Farmer,3
119,Jade,Doig,59,Female,41,80,81,1,4,120,ISTP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father was 35 when he died,Who was your first friend?,My first friend was Linda Brodie,What is your eldest sibling's age?,My eldest sibling is Carly who was born in the year 47,Housewife,3
120,Jonathan,Doig,60,Male,40,62,61,1,4,119,ISFP,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your torso?,I crippled my torso when I was 28,How old was your mother when she died?,My mother was 82 when she died,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 48 years old when she had me,Soldier,3
121,William,Smith,60,Male,40,63,70,2,4,132,ENTP,What did you do when you turned 16?,I became an Hunter once I became an adult.,Do you have any shared friends with Angus Walsh?,No. Angus and I don't share any friends,Who were your parents?,My mother was Callie and my father was Kyle,How many friends do you have?,I have 4 friends,Do you have any siblings?,No. I'm an only child,Hunter,3
122,Aiden,Copland,60,Male,40,74,69,2,4,134,ESTJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your left arm?,I crippled my left arm when I was 26,How old was your father when he died?,My father was 81 when he died,Who was your first friend?,My first friend was Maya Harkness,What is your eldest sibling's age?,My eldest sibling is Mohammed who was born in the year 46,Hunter,3
124,Stuart,Plunkett,64,Male,36,79,76,1,4,129,ISFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your left arm?,I lost my left arm when I was 22,Who were your parents?,My mother was Mhairi and my father was Caleb,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,Farmer,3
125,Kayla,Copland,65,Female,35,74,69,0,4,115,ESTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,How old was your father when he died?,My father was 81 when he died,Who was your first friend?,My first friend was Rory Smith,What is your eldest sibling's age?,My eldest sibling is Mohammed who was born in the year 46,How old was your mother when she died?,My mother was 71 when she died,Housewife,3
126,Esme,Brodie,65,Female,35,75,71,1,4,123,ISFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 45 years old when she had me,Do you have any shared friends with Diane Brodie?,No. Diane and I don't share any friends,Who were your parents?,My mother was Carla and my father was Ronald,Weaver,3
127,Bonnie,Smith,65,Female,35,94,97,0,4,117,ESTP,What did you do when you turned 16?,I became an Housewife once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Esme Brodie,Housewife,4
128,Gary,Harkness,67,Male,33,77,83,2,3,118,ENFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,What is your eldest sibling's age?,My eldest sibling is Lyle who was born in the year 51,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I have 2 wonderful children!,How old was your mother when she had you?,My mother was 46 years old when she had me,Soldier,3
130,Chantelle,Laird,67,Female,33,95,90,1,4,131,ISFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your torso?,I scarred my torso when I was 4,Do you get along well with Cole?,I talked to Cole when I was 5 but we didn't work as friends,Do you get along well with Siobhan?,I talked to Siobhan when I was 10 but we didn't work as friends,How long have you been friends with Nathan?,I've been friends with Nathan since I was 11,Weaver,4
131,Allan,Laird,68,Male,32,92,89,1,4,130,ISFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your left leg?,I burned my left leg when I was 19,How old was your father when he died?,My father was 53 when he died,Who was your first friend?,My first friend was Luke Brodie,What is your eldest sibling's age?,My eldest sibling is Evie who was born in the year 67,Farmer,4
132,Siobhan,Smith,68,Female,32,94,97,2,4,121,ENTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I have 2 wonderful children!,How old was your mother when she had you?,My mother was 27 years old when she had me,Do you have any shared friends with Lorraine Harkness?,No. Lorraine and I don't share any friends,Weaver,4
133,Nathan,Laird,68,Male,32,95,90,2,4,135,ISFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,Who were your parents?,My mother was Charlie and my father was Muhammad,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Smith,4
134,Kelly,Copland,68,Female,32,106,104,2,4,122,ESTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Who was your first friend?,My first friend was Aiden Copland,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Joshua who was born 6 years after me,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I have 2 wonderful children!,Housewife,4
135,Amelie,Laird,70,Female,30,79,76,2,4,133,ISFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your right leg?,I burned my right leg when I was 21,How old was your mother when she had you?,My mother was 46 years old when she had me,Do you have any shared friends with Ellen Copland?,No. Ellen and I don't share any friends,Who were your parents?,My mother was Mhairi and my father was Caleb,Farmer,3
136,Charles,Copland,71,Male,29,100,91,1,4,141,ISFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father was 25 when he died,Who was your first friend?,My first friend was Allan Laird,Smith,4
137,Noah,Smith,72,Male,28,78,85,1,4,142,ENTP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What is your eldest sibling's age?,My eldest sibling is Rory who was born in the year 57,How old was your mother when she died?,My mother was 77 when she died,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 50 years old when she had me,Smith,3
138,Hayden,Laird,72,Male,28,95,90,0,4,Single,ISFP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,Do you have any shared friends with Chantelle Laird?,No. Chantelle and I don't share any friends,Who were your parents?,My mother was Charlie and my father was Muhammad,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,Smith,4
139,Alasdair,Walsh,73,Male,27,94,97,0,4,Single,ESTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your right arm?,I burned my right arm when I was 19,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Kayla Copland,What is your eldest sibling's age?,My eldest sibling is Bonnie who was born in the year 65,Farmer,4
140,Daniel,Laird,73,Male,27,95,90,0,3,149,ISFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your left leg?,I scarred my left leg when I was 20,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 31 years old when she had me,Smith,4
141,Margaret,Copland,73,Female,27,100,91,1,4,136,ISFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your left leg?,I scarred my left leg when I was 24,Do you have any shared friends with Kayla Copland?,No. Kayla and I don't share any friends,Who were your parents?,My mother was Ashley and my father was Roderick,How many friends do you have?,I have 4 friends,Weaver,4
142,Lynne,Smith,74,Female,26,94,97,1,4,137,ENTP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Bonnie Smith,What is your eldest sibling's age?,My eldest sibling is Bonnie who was born in the year 65,Housewife,4
143,Joshua,Copland,74,Male,26,106,104,1,3,146,ESFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 25 years old when she had me,Do you have any shared friends with Amelie Laird?,No. Amelie and I don't share any friends,Hunter,4
144,Joe,Walsh,75,Male,25,87,93,0,4,Single,ESTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,Who were your parents?,My mother was Morag and my father was Angus,How many friends do you have?,I have 4 friends,Do you have any siblings?,No. I'm an only child,How old was your father when he died?,My father was 46 when he died,Farmer,4
145,Roy,Copland,75,Male,25,106,104,0,4,Single,ESFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your right arm?,I scarred my right arm when I was 18,What happened to your right arm?,I burned my right arm when I was 25,Who was your first friend?,My first friend was Joe Walsh,What is your eldest sibling's age?,My eldest sibling is Kelly who was born in the year 68,Soldier,4
146,Clare,Copland,78,Female,22,96,109,1,4,143,ENFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 35 years old when she had me,Do you have any shared friends with Simon Laird?,No. Simon and I don't share any friends,Weaver,4
147,Calvin,Doig,78,Male,22,105,98,0,4,150,ISTP,What did you do when you turned 16?,I became an Hunter once I became an adult.,Who were your parents?,My mother was Carly and my father was Patrick,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father was 23 when he died,Hunter,4
148,Christopher,Doig,79,Male,21,105,98,0,4,Single,ISTP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,Who was your first friend?,My first friend was Jonathan Doig,What is your eldest sibling's age?,My eldest sibling is Calvin who was born in the year 78,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,Smith,4
149,Ruth,Laird,80,Female,20,101,102,0,4,140,INFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your mother when she had you?,My mother was 35 years old when she had me,Do you have any shared friends with Daniel Laird?,No. Daniel and I don't share any friends,Who were your parents?,My mother was Catherine and my father was Ben,How many friends do you have?,I have 4 friends,Farmer,4
150,Arya,Doig,81,Female,19,95,90,0,4,147,ISFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Margaret Copland,What is your eldest sibling's age?,My eldest sibling is Chantelle who was born in the year 67,Housewife,4
151,Casey,Copland,83,Female,17,100,91,0,4,Single,ISFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 39 years old when she had me,Do you have any shared friends with Ruth Laird?,No. Ruth and I don't share any friends,Farmer,4
152,Aoife,Copland,83,Female,17,113,114,0,3,Single,ESTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,Who were your parents?,My mother was Ellen and my father was Evan,How many friends do you have?,I have 3 friends,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father was 29 when he died,Weaver,4
153,Shay,Copland,84,Male,16,106,104,0,3,Single,ESTJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,Who was your first friend?,My first friend was Kelly Copland,What is your eldest sibling's age?,My eldest sibling is Kelly who was born in the year 68,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,Smith,4
154,Abi,Laird,84,Female,16,108,110,0,4,Single,ISFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your mother when she had you?,My mother was 33 years old when she had me,Do you have any shared friends with Clare Copland?,No. Clare and I don't share any friends,Who were your parents?,My mother was Abbi and my father was Simon,How many friends do you have?,I have 4 friends,Weaver,4
155,Jemma,Plunkett,85,Female,15,101,102,0,4,Single,ISFJ,What happened to your left leg?,I scarred my left leg when I was 2,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Casey Copland,What is your eldest sibling's age?,My eldest sibling is Ruth who was born in the year 80,Child,4
156,Anna,Copland,85,Female,15,113,114,0,3,Single,ESTP,Do you get along well with Nathan?,I talked to Nathan when I was 6 but we didn't work as friends,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 31 years old when she had me,Do you have any shared friends with Shay Copland?,No. Shay and I don't share any friends,Child,4
157,Bryan,Harkness,86,Male,14,96,109,0,3,Single,ENFJ,How long have you been friends with Lara?,I've been friends with Lara since I was 5,Who were your parents?,My mother was Melissa and my father was Lyle,How many friends do you have?,I have 3 friends,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father is actually still alive,Child,4
158,Norman,Copland,86,Male,14,100,91,0,3,Single,ISFJ,When were you born?,I was born in the year 86,Who was your first friend?,My first friend was Arya Doig,What is your eldest sibling's age?,My eldest sibling is Charles who was born in the year 71,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,Child,4
159,Keira,Copland,86,Female,14,106,104,0,4,Single,ESFJ,When were you born?,I was born in the year 86,What happened to your left leg?,I burned my left leg when I was 3,How old was your mother when she had you?,My mother was 37 years old when she had me,Do you have any shared friends with Joe Walsh?,No. Joe and I don't share any friends,Who were your parents?,My mother was Phoebe and my father was Mohammed,Child,4
160,Kiera,Doig,86,Female,14,119,120,0,4,Single,ISTP,What happened to your left leg?,I scarred my left leg when I was 6,How many friends do you have?,I have 4 friends,Do you have any siblings?,No. I'm an only child,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Hayden Laird,Child,4
161,Aidan,Laird,88,Male,12,92,89,0,3,Single,ISFJ,How long have you been friends with Christopher?,I've been friends with Christopher since I was 1,What is your eldest sibling's age?,My eldest sibling is Evie who was born in the year 67,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 49 years old when she had me,Child,4
162,Derek,Doig,88,Male,12,105,98,0,4,Single,ISTP,Do you have any shared friends with Charles Copland?,No. Charles and I don't share any friends,Who were your parents?,My mother was Carly and my father was Patrick,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father was 23 when he died,Child,4
163,Ewan,Brodie,88,Male,12,112,103,0,4,Single,ISTP,Do you get along well with Bryan?,I talked to Bryan when I was 6 but we didn't work as friends,Who was your first friend?,My first friend was Derek Doig,Do you have any injuries to your head?,I've never had any serious injuries to my head,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,Child,4
164,Nikki,Copland,88,Female,12,134,122,0,3,Single,ESTJ,How old was your mother when she had you?,My mother was 20 years old when she had me,Do you have any shared friends with Lynne Smith?,No. Lynne and I don't share any friends,Who were your parents?,My mother was Kelly and my father was Aiden,How many friends do you have?,I have 3 friends,Do you have any siblings?,Yes. but I only have one sibling,Child,4
165,Thomas,Harkness,89,Male,11,118,128,0,3,Single,ENFJ,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Roy Copland,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Lara who was born 1 years after me,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,Child,4
166,Lara,Harkness,90,Female,10,118,128,0,3,Single,ENFJ,How long have you been friends with Thomas?,I've been friends with Thomas since I was 5,How old was your mother when she had you?,My mother was 31 years old when she had me,Do you have any shared friends with Bryan Harkness?,No. Bryan and I don't share any friends,Who were your parents?,My mother was Maya and my father was Gary,How many friends do you have?,I have 3 friends,Child,4
167,Philip,Laird,90,Male,10,135,133,0,3,Single,ISFJ,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Jemma Plunkett,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Leanne who was born 7 years after me,How old was your mother when she died?,My mother is actually still alive,Child,5
168,Kirsten,Doig,91,Female,9,105,98,0,2,Single,ISTP,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 44 years old when she had me,Do you have any shared friends with Siobhan Smith?,No. Siobhan and I don't share any friends,Who were your parents?,My mother was Carly and my father was Patrick,How many friends do you have?,I don't have any friends,Child,4
169,Dale,Plunkett,91,Male,9,129,124,0,3,Single,ISFJ,Do you have any siblings?,No. I'm an only child,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Thomas Harkness,Do you have any injuries to your head?,I've never had any serious injuries to my head,How old was your mother when she died?,My mother was 25 when she died,Child,4
170,Paul,Smith,94,Male,6,132,121,0,2,Single,ENTP,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 26 years old when she had me,Do you have any shared friends with Kirsten Doig?,No. Kirsten and I don't share any friends,Who were your parents?,My mother was Siobhan and my father was William,How many friends do you have?,I don't have any friends,Child,4
171,Grayson,Smith,95,Male,5,142,137,0,1,Single,ENTP,How long have you been friends with Derek?,I've been friends with Derek since I was 1,Do you have any siblings?,No. I'm an only child,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Derek Doig,Do you have any injuries to your head?,I've never had any serious injuries to my head,Child,4
