ID Number,Forename,Surname,Birth Year,Sex,Age,Mother ID,Father ID,No. of Kids,No. of Friends,Partner ID,MB Type,Q1,A1,Q2,A2,Q3,A3,Q4,A4,Q5,A5,Job,Gen
138,Alana,Caulfield,42,Female,58,67,68,0,4,159,INFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,What is your eldest sibling's age?,My eldest sibling is Alana who was born in the year 31,How old was your mother when she died?,My mother was 64 when she died,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 33 years old when she had me,Weaver,3
139,Wayne,Mair,42,Male,58,83,85,2,4,133,ISFP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your right arm?,I scarred my right arm when I was 18,How old were you when you married Nicola?,I married Nicola when I was 18 and they were 20,What happened to your torso?,I scarred my torso when I was 33,What happened to your left arm?,I lost my left arm when I was 40,Smith,3
141,Lennon,Priestley,45,Male,55,56,57,3,4,137,ESFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father was 90 when he died,Who was your first friend?,My first friend was Charlie Lang,What is your eldest sibling's age?,My eldest sibling is Alistair who was born in the year 26,Farmer,3
143,Shirley,Baird,45,Female,55,73,75,4,4,161,INFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,Do you have any shared friends with Penelope Baird?,No. Penelope and I don't share any friends,Who were your parents?,My mother was Florence and my father was Alastair,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,Weaver,3
144,Blake,Mair,45,Male,55,83,85,4,4,163,ISTP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your right leg?,I lost my right leg when I was 32,How old was your father when he died?,My father was 61 when he died,Who was your first friend?,My first friend was Sandra Husband,What is your eldest sibling's age?,My eldest sibling is David who was born in the year 36,Smith,3
145,Patrick,Harkness,45,Male,55,102,94,2,4,129,ENTJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I have 2 wonderful children!,How old was your mother when she had you?,My mother was 22 years old when she had me,Do you have any shared friends with Bryan Smith?,No. Bryan and I don't share any friends,Soldier,3
146,Lucas,Mccrory,46,Male,54,74,81,1,4,149,ESFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,Who were your parents?,My mother was Sarah and my father was Kai,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father was 79 when he died,Farmer,3
147,Jillian,Caulfield,46,Female,54,86,87,4,4,155,INTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Who was your first friend?,My first friend was Caitlyn Harkness,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Ollie who was born 2 years after me,How old was your mother when she died?,My mother was 81 when she died,Do you have any children?,I have 4 wonderful children!,Housewife,3
148,Katie,Mccrory,46,Female,54,98,92,1,4,128,ESFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your mother when she had you?,My mother was 24 years old when she had me,Do you have any shared friends with Courtney Priestley?,No. Courtney and I don't share any friends,Who were your parents?,My mother was Anna and my father was Wayne,How many friends do you have?,I have 4 friends,Weaver,3
150,Bryan,Smith,47,Male,53,108,105,1,4,158,ENTP,What did you do when you turned 16?,I became a Soldier once I became an adult.,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Lachlan who was born 12 years after me,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 21 years old when she had me,Soldier,3
151,Gary,Priestley,48,Male,52,56,57,3,4,168,ESFP,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your left arm?,I scarred my left arm when I was 33,What happened to your torso?,I burned my torso when I was 51,Do you have any shared friends with Zoe Baird?,No. Zoe and I don't share any friends,Who were your parents?,My mother was Freya and my father was Gerald,Hunter,3
152,Kimberly,Lang,48,Female,52,70,72,5,4,142,ESFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father was 82 when he died,Who was your first friend?,My first friend was Charlie Lang,Housewife,3
153,Danielle,Baird,48,Female,52,78,69,4,4,140,ISTP,What did you do when you turned 16?,I became an Housewife once I became an adult.,What is your eldest sibling's age?,My eldest sibling is Kayden who was born in the year 34,How old was your mother when she died?,My mother was 88 when she died,Do you have any children?,I have 4 wonderful children!,How old was your mother when she had you?,My mother was 36 years old when she had me,Housewife,3
154,Kerri,Stark,48,Female,52,79,80,1,4,166,ENFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any shared friends with Kyle Bissett?,No. Kyle and I don't share any friends,Who were your parents?,My mother was Laila and my father was Greig,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,Housewife,3
155,Ollie,Caulfield,48,Male,52,86,87,4,4,147,INTJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your left arm?,I burned my left arm when I was 29,How old was your father when he died?,My father was 75 when he died,Who was your first friend?,My first friend was Patrick Harkness,What is your eldest sibling's age?,My eldest sibling is Jillian who was born in the year 46,Soldier,3
156,Charley,Caulfield,48,Female,52,95,96,2,4,160,INFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,How old was your mother when she died?,My mother was 74 when she died,Do you have any children?,I have 2 wonderful children!,How old was your mother when she had you?,My mother was 28 years old when she had me,Do you have any shared friends with Hunter Caulfield?,No. Hunter and I don't share any friends,Housewife,3
157,Lyndsey,Baird,50,Female,50,95,96,3,4,176,INFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your right arm?,I burned my right arm when I was 20,What happened to your torso?,I burned my torso when I was 26,What happened to your right arm?,I crippled my right arm when I was 29,Who were your parents?,My mother was Lorna and my father was Luke,Farmer,3
158,Ada,Smith,51,Female,49,64,66,1,4,150,ENTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,No. I'm an only child,How old was your father when he died?,My father was 88 when he died,Who was your first friend?,My first friend was Nicola Mair,Farmer,3
159,Bradley,Caulfield,51,Male,49,89,90,0,4,138,INFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your left arm?,I burned my left arm when I was 36,What happened to your right leg?,I burned my right leg when I was 41,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Arthur who was born 5 years after me,How old was your mother when she died?,My mother was 81 when she died,Hunter,3
161,Innes,Baird,52,Male,48,67,68,4,4,143,INFP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your right leg?,I burned my right leg when I was 36,Do you have any shared friends with Charley Caulfield?,No. Charley and I don't share any friends,Who were your parents?,My mother was Stacy and my father was Elliot,How many friends do you have?,I have 4 friends,Smith,3
162,Leigh,Harkness,52,Female,48,101,104,5,4,169,ENFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Charley Caulfield,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Luke who was born 11 years after me,Housewife,3
163,Morven,Mair,52,Female,48,113,119,4,4,144,ISFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I have 4 wonderful children!,How old was your mother when she had you?,My mother was 24 years old when she had me,Do you have any shared friends with Charley Caulfield?,No. Charley and I don't share any friends,Weaver,4
164,Reuben,Husband,53,Male,47,60,65,2,4,171,ENTP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your right leg?,I burned my right leg when I was 16,Who were your parents?,My mother was Hanna and my father was Aaron,How many friends do you have?,I have 4 friends,Do you have any siblings?,No. I'm an only child,Smith,3
165,Jordan,Walsh,53,Male,47,76,91,3,4,178,ESTJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your right arm?,I burned my right arm when I was 20,What happened to your left leg?,I burned my left leg when I was 29,How old was your father when he died?,My father was 72 when he died,Who was your first friend?,My first friend was Reuben Husband,Hunter,3
166,Christopher,Stark,53,Male,47,79,80,1,4,154,ENFP,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your torso?,I burned my torso when I was 24,What happened to your torso?,I crippled my torso when I was 45,What is your eldest sibling's age?,My eldest sibling is Caitlyn who was born in the year 39,How old was your mother when she died?,My mother was 84 when she died,Hunter,3
168,Violet,Priestley,54,Female,46,93,97,3,4,151,ISFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father was 74 when he died,Who was your first friend?,My first friend was Blake Mair,Housewife,3
169,Louis,Harkness,54,Male,46,102,94,5,4,162,ENTJ,What happened to your left arm?,I lost my left arm when I was 40,How old were you when you married Leigh?,I married Leigh when I was 18 and they were 20,What happened to your torso?,I scarred my torso when I was 24,What happened to your right leg?,I scarred my right leg when I was 28,What happened to your left leg?,I lost my left leg when I was 34,Hunter,3
170,Nicolle,Caulfield,55,Female,45,86,87,1,4,174,INTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What is your eldest sibling's age?,My eldest sibling is Jillian who was born in the year 46,How old was your mother when she died?,My mother was 81 when she died,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 39 years old when she had me,Weaver,3
171,Kirsten,Husband,55,Female,45,102,94,2,4,164,ENTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any shared friends with Bryan Smith?,No. Bryan and I don't share any friends,Who were your parents?,My mother was Kirstie and my father was Ian,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,Housewife,3
172,Louise,Ralston,55,Female,45,118,112,1,4,177,INFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Lyndsey Baird,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Isabella who was born 1 years after me,How old was your mother when she died?,My mother is actually still alive,Housewife,3
173,Sharon,Smith,56,Female,44,88,82,0,4,185,ENTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your left arm?,I scarred my left arm when I was 18,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 40 years old when she had me,Do you have any shared friends with Allison Stark?,No. Allison and I don't share any friends,Farmer,3
174,Arthur,Caulfield,56,Male,44,89,90,1,4,170,INTJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,How old were you when you married Nicolle?,I married Nicolle when I was 18 and they were 19,Who were your parents?,My mother was Tracey and my father was Arthur,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,Hunter,3
175,Isabella,Ralston,56,Female,44,118,112,3,3,191,INFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Thomas Caulfield,What is your eldest sibling's age?,My eldest sibling is Louise who was born in the year 55,How old was your mother when she died?,My mother is actually still alive,Weaver,3
176,Gerard,Baird,57,Male,43,67,68,3,4,157,INTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old were you when you married Lyndsey?,I married Lyndsey when I was 18 and they were 25,Do you have any children?,I have 3 wonderful children!,How old was your mother when she had you?,My mother was 48 years old when she had me,Do you have any shared friends with Blake Mair?,No. Blake and I don't share any friends,Farmer,3
177,Wayne,Ralston,57,Male,43,73,75,1,4,172,INFP,What did you do when you turned 16?,I became an Hunter once I became an adult.,Who were your parents?,My mother was Florence and my father was Alastair,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father was 74 when he died,Hunter,3
178,Alex,Walsh,57,Female,43,76,91,3,4,165,ESTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,What happened to your right arm?,I scarred my right arm when I was 29,Who was your first friend?,My first friend was Lisa Mccrory,What is your eldest sibling's age?,My eldest sibling is Lisa who was born in the year 47,How old was your mother when she died?,My mother was 78 when she died,Housewife,3
179,Alana,Smith,57,Female,43,93,97,1,4,189,ISTP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 38 years old when she had me,Do you have any shared friends with Reuben Husband?,No. Reuben and I don't share any friends,Who were your parents?,My mother was Aurora and my father was Logan,Housewife,3
181,Rosie,Mccrory,58,Female,42,76,91,4,4,167,ESTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What is your eldest sibling's age?,My eldest sibling is Lisa who was born in the year 47,How old was your mother when she died?,My mother was 78 when she died,Do you have any children?,I have 4 wonderful children!,How old was your mother when she had you?,My mother was 46 years old when she had me,Weaver,3
182,Ada,Caulfield,58,Female,42,118,112,3,4,198,ENFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,Do you have any shared friends with Gerard Baird?,No. Gerard and I don't share any friends,Who were your parents?,My mother was Alana and my father was Harry,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,Weaver,3
183,Helen,Harkness,59,Female,41,79,80,1,4,203,ENFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Lyndsey Baird,What is your eldest sibling's age?,My eldest sibling is Caitlyn who was born in the year 39,How old was your mother when she died?,My mother was 84 when she died,Farmer,3
184,Anne,Stark,59,Female,41,88,82,0,4,190,ENTP,What did you do when you turned 16?,I became an Housewife once I became an adult.,What happened to your left leg?,I scarred my left leg when I was 35,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 43 years old when she had me,Do you have any shared friends with Kirsten Husband?,No. Kirsten and I don't share any friends,Housewife,3
186,Kirsty,Husband,59,Female,41,123,114,1,4,202,ENTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Anne Stark,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Mohammed who was born 5 years after me,Weaver,3
187,Jemma,Stark,59,Female,41,127,120,1,4,208,ESFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,What happened to your right leg?,I scarred my right leg when I was 31,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 20 years old when she had me,Housewife,4
189,Duncan,Smith,60,Male,40,108,105,1,4,179,ESTP,What did you do when you turned 16?,I became an Hunter once I became an adult.,How old were you when you married Alana?,I married Alana when I was 18 and they were 21,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Ada Caulfield,What is your eldest sibling's age?,My eldest sibling is Bryan who was born in the year 47,Hunter,3
190,Sam,Stark,60,Male,40,130,125,0,4,184,ESTP,What did you do when you turned 16?,I became an Hunter once I became an adult.,How old was your mother when she died?,My mother was 60 when she died,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 20 years old when she had me,Do you have any shared friends with Kirsty Husband?,No. Kirsty and I don't share any friends,Hunter,4
191,Kenneth,Ralston,61,Male,39,73,75,3,4,175,INFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your right arm?,I crippled my right arm when I was 37,Who were your parents?,My mother was Florence and my father was Alastair,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,Farmer,3
192,Eilidh,Stark,61,Female,39,88,82,2,4,210,ENTP,What did you do when you turned 16?,I became an Housewife once I became an adult.,How old was your father when he died?,My father was 39 when he died,Who was your first friend?,My first friend was Innes Baird,What is your eldest sibling's age?,My eldest sibling is Zoe who was born in the year 40,How old was your mother when she died?,My mother was 83 when she died,Housewife,3
193,Morgan,Mccrory,61,Female,39,111,107,2,3,180,ISTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any children?,I have 2 wonderful children!,How old was your mother when she had you?,My mother was 34 years old when she had me,Do you have any shared friends with Alex Walsh?,No. Alex and I don't share any friends,Who were your parents?,My mother was Maria and my father was Mason,Housewife,3
194,Hope,Caulfield,62,Female,38,79,80,1,4,216,ENFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your right leg?,I scarred my right leg when I was 34,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Weaver,3
