ID Number,Forename,Surname,Birth Year,Sex,Age,Mother ID,Father ID,No. of Kids,No. of Friends,Partner ID,MB Type,Q1,A1,Q2,A2,Q3,A3,Q4,A4,Q5,A5,Job,Gen
174,Lyle,Niven,31,Male,69,78,82,0,4,Single,ENFP,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your right leg?,I scarred my right leg when I was 25,What happened to your right leg?,I burned my right leg when I was 37,What happened to your left leg?,I scarred my left leg when I was 40,What is your eldest sibling's age?,My eldest sibling is Pamela who was born in the year 23,Soldier,3
175,Archie,Niven,33,Male,67,78,82,2,4,189,ENTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your mother when she died?,My mother was 81 when she died,Do you have any children?,I have 2 wonderful children!,How old was your mother when she had you?,My mother was 31 years old when she had me,Do you have any shared friends with Charlie Mutch?,Yes. We have 1 shared friend. It's Ava Evans,Farmer,3
176,Beth,Morris,34,Female,66,78,82,4,4,157,ENTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your left leg?,I scarred my left leg when I was 33,Who were your parents?,My mother was Lyndsay and my father was Hunter,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,Farmer,3
179,Ava,Evans,36,Female,64,76,77,5,4,181,ENFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Who were your parents?,My mother was Hayley and my father was Jayden,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father was 90 when he died,Weaver,3
180,Lucie,Little,36,Female,64,93,100,3,4,193,ISTP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Who was your first friend?,My first friend was Liam Gault,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Amelia who was born 10 years after me,How old was your mother when she died?,My mother was 44 when she died,Do you have any children?,I have 3 wonderful children!,Housewife,3
181,Jon,Evans,36,Male,64,117,101,5,4,179,ESFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your right leg?,I lost my right leg when I was 61,How old was your mother when she had you?,My mother was 20 years old when she had me,Do you have any shared friends with Kevin Hampson?,No. Kevin and I don't share any friends,Who were your parents?,My mother was Eilidh and my father was Stephen,Hunter,3
183,Iain,Baird,38,Male,62,96,99,0,4,Single,ENFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your torso?,I burned my torso when I was 57,Who was your first friend?,My first friend was Hunter Stark,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Oliver who was born 4 years after me,How old was your mother when she died?,My mother was 83 when she died,Farmer,3
184,Barrie,Mclay,38,Male,62,127,129,2,4,200,ESTJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your torso?,I burned my torso when I was 58,Do you have any children?,I have 2 wonderful children!,How old was your mother when she had you?,My mother was 19 years old when she had me,Do you have any shared friends with Christina Dalgleish?,No. Christina and I don't share any friends,Soldier,3
185,Lucy,Mcrae,39,Female,61,112,106,2,4,187,INFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,Who were your parents?,My mother was Helen and my father was Alistair,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father was 69 when he died,Farmer,3
186,Florence,Hampson,39,Female,61,117,101,2,4,173,ENFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Who was your first friend?,My first friend was Derek Husband,What is your eldest sibling's age?,My eldest sibling is Jon who was born in the year 36,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I have 2 wonderful children!,Weaver,3
187,Jack,Mcrae,39,Male,61,132,126,2,4,185,ISFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,How old were you when you married Lucy?,I married Lucy when I was 18 and they were 18,What happened to your right leg?,I scarred my right leg when I was 25,How old was your mother when she had you?,My mother was 19 years old when she had me,Do you have any shared friends with Shannon Hampson?,No. Shannon and I don't share any friends,Hunter,3
188,Shannon,Hampson,39,Female,61,133,108,3,4,178,INTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Who were your parents?,My mother was Vicky and my father was Robert,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father was 82 when he died,Weaver,3
189,Niamh,Niven,41,Female,59,78,82,2,4,175,ENFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your right leg?,I burned my right leg when I was 26,What happened to your torso?,I scarred my torso when I was 32,Who was your first friend?,My first friend was Craig Hampson,What is your eldest sibling's age?,My eldest sibling is Pamela who was born in the year 23,Farmer,3
190,Oliver,Baird,42,Male,58,96,99,1,4,201,INFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your left leg?,I burned my left leg when I was 21,How old was your mother when she died?,My mother was 83 when she died,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 34 years old when she had me,Farmer,3
191,Marcus,Dalgleish,42,Male,58,112,106,2,4,209,INFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your torso?,I scarred my torso when I was 16,What happened to your torso?,I burned my torso when I was 26,Do you have any shared friends with Hayley Hampson?,No. Hayley and I don't share any friends,Who were your parents?,My mother was Helen and my father was Alistair,Hunter,3
193,Ben,Little,42,Male,58,141,120,3,4,180,ESTP,What did you do when you turned 16?,I became a Soldier once I became an adult.,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Fraser who was born 1 years after me,How old was your mother when she died?,My mother was 76 when she died,Do you have any children?,I have 3 wonderful children!,How old was your mother when she had you?,My mother was 20 years old when she had me,Soldier,3
194,Catherine,Evans,43,Female,57,81,85,2,4,182,ENFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any shared friends with Helen Dalgleish?,No. Helen and I don't share any friends,Who were your parents?,My mother was Linda and my father was Timothy,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,Housewife,3
196,Ronan,Compton,44,Male,56,86,91,5,4,211,ENFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your mother when she died?,My mother was 96 when she died,Do you have any children?,I have 5 wonderful children!,How old was your mother when she had you?,My mother was 40 years old when she had me,Do you have any shared friends with Oliver Baird?,No. Oliver and I don't share any friends,Farmer,3
197,Lennon,Mcrae,44,Male,56,132,126,1,4,202,ISTJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,How old were you when you married Amelia?,I married Amelia when I was 21 and they were 18,Who were your parents?,My mother was Charley and my father was Michael,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,Hunter,3
198,Greg,Gault,45,Male,55,80,84,3,4,218,ESFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your father when he died?,My father was 79 when he died,Who was your first friend?,My first friend was Jon Ritchie,What is your eldest sibling's age?,My eldest sibling is Fiona who was born in the year 28,How old was your mother when she died?,My mother was 77 when she died,Farmer,3
199,Owen,Bates,45,Male,55,104,98,2,4,207,INTJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your left arm?,I scarred my left arm when I was 23,Do you have any children?,I have 2 wonderful children!,How old was your mother when she had you?,My mother was 34 years old when she had me,Do you have any shared friends with Eilidh Evans?,No. Eilidh and I don't share any friends,Smith,3
200,Mila,Mclay,45,Female,55,111,102,2,4,184,ENTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Who were your parents?,My mother was Evelyn and my father was Lennon,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father was 87 when he died,Weaver,3
201,Aimee,Baird,45,Female,55,128,139,1,4,190,ISFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,Who was your first friend?,My first friend was Lucie Little,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Conner who was born 11 years after me,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I just have the one child,Weaver,3
203,Kathleen,Mclay,46,Female,54,104,98,2,4,192,ISTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father was 68 when he died,Who was your first friend?,My first friend was Ciaran Hampson,What is your eldest sibling's age?,My eldest sibling is Owen who was born in the year 45,Weaver,3
205,Debbie,Mutch,47,Female,53,88,83,4,4,206,ESTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Do you have any shared friends with Patricia Mclay?,No. Patricia and I don't share any friends,Who were your parents?,My mother was Casey and my father was Ryan,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,Weaver,3
206,Finn,Mutch,47,Male,53,95,89,4,4,205,ESTJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,How old was your father when he died?,My father was 41 when he died,Who was your first friend?,My first friend was Greg Gault,What is your eldest sibling's age?,My eldest sibling is Katrina who was born in the year 30,How old was your mother when she died?,My mother was 86 when she died,Smith,3
207,Sophia,Bates,47,Female,53,138,116,2,4,199,ENTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Do you have any children?,I have 2 wonderful children!,How old was your mother when she had you?,My mother was 25 years old when she had me,Do you have any shared friends with Finn Mutch?,No. Finn and I don't share any friends,Who were your parents?,My mother was Katrina and my father was Norman,Weaver,3
209,Thea,Dalgleish,48,Female,52,152,153,2,4,191,ENFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your father when he died?,My father was 63 when he died,Who was your first friend?,My first friend was Owen Bates,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Brandon who was born 10 years after me,How old was your mother when she died?,My mother was 76 when she died,Weaver,4
211,Miley,Compton,49,Female,51,80,84,5,4,196,ESFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your right leg?,I burned my right leg when I was 18,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father was 79 when he died,Farmer,3
212,Amy,Mair,49,Female,51,93,100,0,4,Single,ISTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your torso?,I crippled my torso when I was 47,Who was your first friend?,My first friend was Wendy Morris,What is your eldest sibling's age?,My eldest sibling is Lucie who was born in the year 36,How old was your mother when she died?,My mother was 44 when she died,Weaver,3
213,Cora,Duncanson,49,Female,51,132,126,3,4,219,ISTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Do you have any children?,I have 3 wonderful children!,How old was your mother when she had you?,My mother was 29 years old when she had me,Do you have any shared friends with Amy Mair?,No. Amy and I don't share any friends,Who were your parents?,My mother was Charley and my father was Michael,Weaver,3
214,Hayley,Mair,50,Female,50,80,84,4,4,220,ESFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father was 79 when he died,Who was your first friend?,My first friend was Amelia Mcrae,Weaver,3
215,Nicola,Evans,50,Female,50,86,91,5,4,216,ENFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,What is your eldest sibling's age?,My eldest sibling is Ronan who was born in the year 44,How old was your mother when she died?,My mother was 96 when she died,Do you have any children?,I have 5 wonderful children!,How old was your mother when she had you?,My mother was 46 years old when she had me,Housewife,3
216,Louis,Evans,50,Male,50,117,101,5,4,215,ENFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,Do you have any shared friends with Debbie Mutch?,No. Debbie and I don't share any friends,Who were your parents?,My mother was Eilidh and my father was Stephen,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,Soldier,3
218,Alisha,Gault,50,Female,50,161,154,3,4,198,ESFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,What happened to your left leg?,I scarred my left leg when I was 27,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I have 3 wonderful children!,How old was your mother when she had you?,My mother was 23 years old when she had me,Housewife,3
220,Brodie,Mair,50,Male,50,164,167,4,4,214,ESFP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your right leg?,I burned my right leg when I was 18,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father was 51 when he died,Who was your first friend?,My first friend was Tracy Husband,Smith,3
221,Stacey,Hampson,50,Female,50,172,160,2,4,217,ESTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Carly who was born 17 years after me,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I have 2 wonderful children!,How old was your mother when she had you?,My mother was 20 years old when she had me,Weaver,3
223,Isla,Hampson,52,Female,48,88,83,2,4,237,ESTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,What happened to your right arm?,I scarred my right arm when I was 33,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father was 34 when he died,Who was your first friend?,My first friend was Miley Compton,Housewife,3
224,Stewart,Bates,52,Male,48,158,155,1,4,208,ISTJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your right leg?,I burned my right leg when I was 20,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Alistair who was born 15 years after me,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I just have the one child,Soldier,3
225,Nova,Husband,52,Female,48,161,154,3,4,210,ESFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your mother when she had you?,My mother was 25 years old when she had me,Do you have any shared friends with Miley Compton?,No. Miley and I don't share any friends,Who were your parents?,My mother was Tracy and my father was Derek,How many friends do you have?,I have 4 friends,Weaver,3
226,Jude,Compton,53,Male,47,86,91,5,4,227,ENFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father was 86 when he died,Who was your first friend?,My first friend was Marcus Dalgleish,What is your eldest sibling's age?,My eldest sibling is Ronan who was born in the year 44,Farmer,3
227,Ashleigh,Compton,53,Female,47,96,99,5,4,226,INFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,How old was your mother when she died?,My mother was 83 when she died,Do you have any children?,I have 5 wonderful children!,How old was your mother when she had you?,My mother was 45 years old when she had me,Do you have any shared friends with Ronan Compton?,No. Ronan and I don't share any friends,Housewife,3
228,Eden,Ritchie,53,Female,47,97,109,4,4,238,ESFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Who were your parents?,My mother was Grace and my father was Kyle,How many friends do you have?,I have 4 friends,Do you have any siblings?,No. I'm an only child,How old was your father when he died?,My father was 78 when he died,Housewife,3
229,Esme,Compton,53,Female,47,147,114,2,4,244,ENFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Who was your first friend?,My first friend was Thea Dalgleish,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Carrie who was born 2 years after me,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I have 2 wonderful children!,Housewife,3
231,Chelsea,Mclay,54,Female,46,88,83,1,4,247,ISTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your left leg?,I crippled my left leg when I was 23,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father was 34 when he died,Weaver,3
232,Chantelle,Mcrae,54,Female,46,132,126,0,4,Single,ISTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Who was your first friend?,My first friend was Chelsea Mclay,What is your eldest sibling's age?,My eldest sibling is Jack who was born in the year 39,How old was your mother when she died?,My mother was 78 when she died,Do you have any children?,I don't have any children,Housewife,3
233,Tracey,Hampson,54,Female,46,149,151,1,4,246,INTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,How old was your mother when she had you?,My mother was 30 years old when she had me,Do you have any shared friends with Amelia Mcrae?,No. Amelia and I don't share any friends,Who were your parents?,My mother was Hannah and my father was Dominic,How many friends do you have?,I have 4 friends,Housewife,3
234,Emilia,Compton,55,Female,45,119,144,2,4,230,ENFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father was 65 when he died,Who was your first friend?,My first friend was Kayden Gault,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Aimee who was born 3 years after me,Farmer,3
235,Carrie,Stark,55,Female,45,147,114,0,4,250,ENFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 32 years old when she had me,Do you have any shared friends with Holly Evans?,Yes. We have 1 shared friend. It's Nicola Evans,Housewife,3
236,Holly,Evans,55,Female,45,179,181,2,4,251,ESFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Who were your parents?,My mother was Ava and my father was Jon,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Housewife,4
237,Benjamin,Hampson,56,Male,44,111,102,2,4,223,ENTJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,Who was your first friend?,My first friend was Marcus Dalgleish,What is your eldest sibling's age?,My eldest sibling is Ciaran who was born in the year 35,How old was your mother when she died?,My mother was 71 when she died,Do you have any children?,I have 2 wonderful children!,Soldier,3
238,Conner,Ritchie,56,Male,44,128,139,4,4,228,ESFP,What did you do when you turned 16?,I became a Soldier once I became an adult.,How old were you when you married Eden?,I married Eden when I was 18 and they were 21,What happened to your torso?,I burned my torso when I was 27,What happened to your torso?,I crippled my torso when I was 44,How old was your mother when she had you?,My mother was 37 years old when she had me,Soldier,3
239,Iona,Mclaren,57,Female,43,113,121,0,4,263,ISTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your left leg?,I burned my left leg when I was 22,What happened to your right arm?,I lost my right arm when I was 40,Do you have any shared friends with Ben Little?,No. Ben and I don't share any friends,Who were your parents?,My mother was Stacy and my father was Adam,Farmer,3
