ID Number,Forename,Surname,Birth Year,Sex,Age,Mother ID,Father ID,No. of Kids,No. of Friends,Partner ID,MB Type,Q1,A1,Q2,A2,Q3,A3,Q4,A4,Q5,A5,Job,Gen
81,Colin,Meldrum,54,Male,46,30,26,0,4,Single,ENFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your mother when she died?,My mother was 85 when she died,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 46 years old when she had me,Do you have any shared friends with Greg Meldrum?,No. Greg and I don't share any friends,Farmer,3
82,Elle,Kavanagh,54,Female,46,53,57,3,4,78,ISTP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Who were your parents?,My mother was Maureen and my father was Ruairidh,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Housewife,3
83,Gabriel,Syme,55,Male,45,29,37,3,4,75,INFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,How old were you when you married Alison?,I married Alison when I was 18 and they were 23,Who was your first friend?,My first friend was Grayson Lambert,What is your eldest sibling's age?,My eldest sibling is Kenzie who was born in the year 34,How old was your mother when she died?,My mother was 88 when she died,Soldier,3
84,Jude,Lambert,56,Male,44,31,33,0,4,Single,ENFP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your left leg?,I crippled my left leg when I was 19,What happened to your right arm?,I scarred my right arm when I was 33,What happened to your left leg?,I lost my left leg when I was 38,Do you have any children?,I don't have any children,Smith,3
85,Ashleigh,Carty,56,Female,44,35,48,3,4,73,ESFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your mother when she had you?,My mother was 44 years old when she had me,Do you have any shared friends with Gabriel Syme?,No. Gabriel and I don't share any friends,Who were your parents?,My mother was Jacqueline and my father was Alistair,How many friends do you have?,I have 4 friends,Weaver,3
86,Marion,Lambert,57,Female,43,31,33,2,4,76,ENTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your right leg?,I scarred my right leg when I was 19,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father was 75 when he died,Who was your first friend?,My first friend was Grayson Lambert,Weaver,3
87,Sara,Syme,57,Female,43,36,49,5,4,91,INFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What is your eldest sibling's age?,My eldest sibling is Caitlin who was born in the year 48,How old was your mother when she died?,My mother was 80 when she died,Do you have any children?,I have 5 wonderful children!,How old was your mother when she had you?,My mother was 45 years old when she had me,Weaver,3
88,Conor,Meldrum,58,Male,42,30,26,0,4,Single,ENFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,Do you have any shared friends with Paul Lambert?,No. Paul and I don't share any friends,Who were your parents?,My mother was Tracey and my father was Martin,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,Farmer,3
89,Jay,Lambert,59,Male,41,31,33,0,4,Single,ENTP,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your right leg?,I scarred my right leg when I was 34,How old was your father when he died?,My father was 75 when he died,Who was your first friend?,My first friend was Connor Carty,What is your eldest sibling's age?,My eldest sibling is Grayson who was born in the year 50,Soldier,3
90,Callie,Potter,59,Female,41,36,49,0,4,Single,INFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your left arm?,I scarred my left arm when I was 40,How old was your mother when she died?,My mother was 80 when she died,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 47 years old when she had me,Weaver,3
91,Justin,Syme,61,Male,39,42,54,5,4,87,INFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your left arm?,I burned my left arm when I was 38,Do you have any shared friends with Ryan Kavanagh?,No. Ryan and I don't share any friends,Who were your parents?,My mother was Niamh and my father was Tommy,How many friends do you have?,I have 4 friends,Smith,3
92,Callum,Kavanagh,61,Male,39,53,57,4,4,97,ISTP,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your left arm?,I burned my left arm when I was 28,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Bethany Mccourt,Hunter,3
93,Richard,Mcneil,62,Male,38,35,48,1,4,95,ESFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your right leg?,I burned my right leg when I was 16,What is your eldest sibling's age?,My eldest sibling is Benjamin who was born in the year 52,How old was your mother when she died?,My mother was 74 when she died,Do you have any children?,I just have the one child,Farmer,3
94,Jonathan,Carty,63,Male,37,38,43,0,4,Single,ENFP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your right arm?,I burned my right arm when I was 19,What happened to your right leg?,I burned my right leg when I was 36,How old was your mother when she had you?,My mother was 50 years old when she had me,Do you have any shared friends with Callie Potter?,Yes. We have 1 shared friend. It's Richard Mcneil,Smith,3
95,Lauren,Mcneil,63,Female,37,42,54,1,4,93,ISFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Who were your parents?,My mother was Niamh and my father was Tommy,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father was 76 when he died,Weaver,3
96,Richard,Kavanagh,68,Male,32,53,57,0,4,Single,ISFP,What did you do when you turned 16?,I became an Hunter once I became an adult.,Who was your first friend?,My first friend was Conor Meldrum,What is your eldest sibling's age?,My eldest sibling is Ryan who was born in the year 50,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,Hunter,3
97,Charlie,Kavanagh,69,Female,31,53,57,4,4,92,ISTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your right leg?,I lost my right leg when I was 27,How old was your mother when she had you?,My mother was 46 years old when she had me,Do you have any shared friends with Daniel Mccourt?,No. Daniel and I don't share any friends,Who were your parents?,My mother was Maureen and my father was Ruairidh,Farmer,3
98,Gerard,Meldrum,70,Male,30,51,60,0,4,106,ENFP,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your torso?,I scarred my torso when I was 16,What happened to your right arm?,I scarred my right arm when I was 20,How many friends do you have?,I have 4 friends,Do you have any siblings?,No. I'm an only child,Hunter,3
99,Lyle,Mccourt,71,Male,29,72,66,0,4,101,INTJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Marion Lambert,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Heidi who was born 2 years after me,How old was your mother when she died?,My mother is actually still alive,Hunter,4
100,Jemma,Mccourt,71,Female,29,74,77,1,4,102,ESFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 22 years old when she had me,Do you have any shared friends with Richard Mcneil?,No. Richard and I don't share any friends,Who were your parents?,My mother was Bethany and my father was Jake,Weaver,4
101,Heidi,Mccourt,73,Female,27,72,66,0,3,99,ENTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,How many friends do you have?,I have 3 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Colin Meldrum,Housewife,4
102,Daniel,Mccourt,73,Male,27,74,77,1,4,100,ISFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,What is your eldest sibling's age?,My eldest sibling is Jemma who was born in the year 71,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 24 years old when she had me,Hunter,4
103,Blake,Mccourt,74,Male,26,74,77,1,4,105,ESFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,Do you have any shared friends with Heidi Mccourt?,No. Heidi and I don't share any friends,Who were your parents?,My mother was Bethany and my father was Jake,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,Farmer,4
104,Declan,Kavanagh,76,Male,24,82,78,0,4,108,ISTP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Richard Kavanagh,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Emily who was born 2 years after me,How old was your mother when she died?,My mother is actually still alive,Smith,4
105,Harley,Mccourt,77,Female,23,74,77,1,4,103,ESFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 28 years old when she had me,Do you have any shared friends with Callie Potter?,No. Callie and I don't share any friends,Who were your parents?,My mother was Bethany and my father was Jake,Weaver,4
106,Jacqueline,Meldrum,77,Female,23,86,76,0,4,98,ENFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Justin Syme,Housewife,4
107,Jayden,Syme,78,Male,22,75,83,0,4,Single,INFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,How long have you been friends with Emily?,I've been friends with Emily since I was 1,What happened to your torso?,I scarred my torso when I was 5,What happened to your left arm?,I scarred my left arm when I was 8,What happened to your right leg?,I scarred my right leg when I was 15,Soldier,4
108,Emily,Kavanagh,78,Female,22,82,78,0,4,104,ISFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,What is your eldest sibling's age?,My eldest sibling is Declan who was born in the year 76,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 24 years old when she had me,Weaver,4
109,Philip,Mccourt,80,Male,20,74,77,0,4,Single,ESFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,Do you have any shared friends with Jacqueline Meldrum?,Yes. We have 1 shared friend. It's Kris Meldrum,Who were your parents?,My mother was Bethany and my father was Jake,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,Farmer,4
110,Kris,Meldrum,82,Male,18,68,63,0,4,Single,ENFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Jacqueline Meldrum,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Debbie who was born 2 years after me,How old was your mother when she died?,My mother is actually still alive,Farmer,4
111,Debbie,Meldrum,84,Female,16,68,63,0,4,Single,ENFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 40 years old when she had me,Do you have any shared friends with Jude Lambert?,No. Jude and I don't share any friends,Who were your parents?,My mother was Shannon and my father was Greg,Farmer,4
112,Benjamin,Mcneil,84,Male,16,95,93,0,4,Single,ISFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,No. I'm an only child,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Jayden Syme,Soldier,4
113,Gordon,Mccourt,86,Male,14,72,66,0,3,Single,ENTJ,What is your eldest sibling's age?,My eldest sibling is Lyle who was born in the year 71,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 38 years old when she had me,Do you have any shared friends with Gerard Meldrum?,No. Gerard and I don't share any friends,Child,4
114,Mhairi,Syme,87,Female,13,87,91,0,4,Single,INFJ,How long have you been friends with Benjamin?,I've been friends with Benjamin since I was 1,Who were your parents?,My mother was Sara and my father was Justin,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Child,4
115,Blair,Carty,88,Male,12,85,73,0,3,Single,ESFP,How long have you been friends with Emily?,I've been friends with Emily since I was 1,How long have you been friends with Rhys?,I've been friends with Rhys since I was 5,Who was your first friend?,My first friend was Emily Kavanagh,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Jemma who was born 5 years after me,How old was your mother when she died?,My mother is actually still alive,Child,4
116,Kenzie,Syme,89,Male,11,87,91,0,4,Single,INFJ,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 32 years old when she had me,Do you have any shared friends with Philip Mccourt?,No. Philip and I don't share any friends,Who were your parents?,My mother was Sara and my father was Justin,How many friends do you have?,I have 4 friends,Child,4
117,Rhys,Kavanagh,91,Male,9,82,78,0,3,Single,ISTP,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Blair Carty,What is your eldest sibling's age?,My eldest sibling is Declan who was born in the year 76,How old was your mother when she died?,My mother is actually still alive,Child,4
118,Pamela,Carty,92,Female,8,69,70,0,2,Single,ENTP,Do you get along well with Benjamin?,I talked to Benjamin when I was 1 but we didn't work as friends,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 45 years old when she had me,Do you have any shared friends with Lois Lambert?,No. Lois and I don't share any friends,Who were your parents?,My mother was Lynn and my father was Connor,Child,4
119,Lois,Lambert,92,Female,8,86,76,0,3,Single,ENTP,How many friends do you have?,I have 3 friends,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Declan Kavanagh,What is your eldest sibling's age?,My eldest sibling is Jacqueline who was born in the year 77,Child,4
120,Jemma,Carty,93,Female,7,85,73,0,3,Single,ESFJ,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 37 years old when she had me,Do you have any shared friends with Sara Syme?,No. Sara and I don't share any friends,Who were your parents?,My mother was Ashleigh and my father was Jake,Child,4
121,Grant,Meldrum,94,Male,6,68,63,0,2,Single,ENFP,How many friends do you have?,I don't have any friends,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Gordon Mccourt,What is your eldest sibling's age?,My eldest sibling is Kris who was born in the year 82,Child,4
122,Denise,Mccourt,94,Female,6,72,66,0,2,Single,ENTJ,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 46 years old when she had me,Do you have any shared friends with Kenzie Syme?,No. Kenzie and I don't share any friends,Who were your parents?,My mother was Caitlin and my father was Bailey,Child,4
123,Keiran,Syme,94,Male,6,75,83,0,2,Single,INFJ,How long have you been friends with Jemma?,I've been friends with Jemma since I was 1,How many friends do you have?,I don't have any friends,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Jemma Carty,Child,4
124,Barbara,Syme,94,Female,6,87,91,0,3,Single,INFJ,What is your eldest sibling's age?,My eldest sibling is Mhairi who was born in the year 87,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 37 years old when she had me,Do you have any shared friends with Kenzie Syme?,No. Kenzie and I don't share any friends,Child,4
125,Jake,Kavanagh,95,Male,5,97,92,0,1,Single,ISTP,When were you born?,I was born in the year 95,Do you get along well with Grant?,I talked to Grant when I was 1 but we didn't work as friends,How long have you been friends with Oscar?,I've been friends with Oscar since I was 5,Who were your parents?,My mother was Charlie and my father was Callum,How many friends do you have?,Oscar is my only real friend.,Child,4
126,Isabella,Syme,96,Female,4,75,83,0,1,Single,INFJ,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Keiran Syme,What is your eldest sibling's age?,My eldest sibling is Jayden who was born in the year 78,How old was your mother when she died?,My mother is actually still alive,Child,4
127,Oscar,Kavanagh,96,Male,4,97,92,0,2,Single,ISTP,When were you born?,I was born in the year 96,How long have you been friends with Rhys?,I've been friends with Rhys since I was 1,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 27 years old when she had me,Do you have any shared friends with Rhys Kavanagh?,No. Rhys and I don't share any friends,Child,4
128,Josh,Mccourt,97,Male,3,72,66,0,1,Single,INTJ,How long have you been friends with Benjamin?,I've been friends with Benjamin since I was 1,Who were your parents?,My mother was Caitlin and my father was Bailey,How many friends do you have?,Benjamin is my only real friend.,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Child,4
129,Russell,Carty,97,Male,3,85,73,0,1,Single,ESFJ,Who was your first friend?,My first friend was Jemma Carty,What is your eldest sibling's age?,My eldest sibling is Blair who was born in the year 88,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 41 years old when she had me,Child,4
130,Hugh,Syme,98,Male,2,87,91,0,1,Single,INFJ,Do you have any shared friends with Barbara Syme?,No. Barbara and I don't share any friends,Who were your parents?,My mother was Sara and my father was Justin,How many friends do you have?,Barbara is my only real friend.,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father is actually still alive,Child,4
131,Stewart,Kavanagh,98,Male,2,97,92,0,0,Single,ISTP,Who was your first friend?,I actually don't have any friends yet,What is your eldest sibling's age?,My eldest sibling is Jake who was born in the year 95,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 29 years old when she had me,Child,4
132,Amber,Mccourt,98,Female,2,105,103,0,1,Single,ESFJ,Do you have any shared friends with Grant Meldrum?,No. Grant and I don't share any friends,Who were your parents?,My mother was Harley and my father was Blake,How many friends do you have?,Grant is my only real friend.,Do you have any siblings?,No. I'm an only child,How old was your father when he died?,My father is actually still alive,Child,5
133,Freya,Syme,99,Female,1,87,91,0,1,Single,INFJ,Who was your first friend?,My first friend was Kris Meldrum,What is your eldest sibling's age?,My eldest sibling is Mhairi who was born in the year 87,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I'm a little young to be having children don't you think?,How old was your mother when she had you?,My mother was 42 years old when she had me,Child,4
