ID Number,Forename,Surname,Birth Year,Sex,Age,Mother ID,Father ID,No. of Kids,No. of Friends,Partner ID,MB Type,Q1,A1,Q2,A2,Q3,A3,Q4,A4,Q5,A5,Job,Gen
203,Kristopher,Ritchie,24,Male,76,113,112,5,4,197,ESFP,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your right arm?,I burned my right arm when I was 20,What happened to your torso?,I burned my torso when I was 25,Who were your parents?,My mother was Linzi and my father was Daniel,How many friends do you have?,I have 4 friends,Hunter,3
204,Ross,Bates,25,Male,75,14,64,2,4,200,INTJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your right leg?,I burned my right leg when I was 17,How old were you when you married Daisy?,I married Daisy when I was 18 and they were 20,What happened to your left leg?,I lost my left leg when I was 20,Do you have any siblings?,Yes. but I only have one sibling,Farmer,2
206,Lois,Bates,25,Female,75,32,85,5,4,219,INFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,What is your eldest sibling's age?,My eldest sibling is Morgan who was born in the year 10,How old was your mother when she died?,My mother was 77 when she died,Do you have any children?,I have 5 wonderful children!,Would you say you're more of an introvert or an extrovert?,I think I'm more of an introvert,Housewife,2
207,Kirsten,Main,25,Female,75,41,97,4,4,236,INFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your left leg?,I burned my left leg when I was 48,Do you have any shared friends with Rebekah Hampson?,No. Rebekah and I don't share any friends,Who were your parents?,My mother was Jill and my father was Riley,How many friends do you have?,I have 4 friends,Weaver,2
209,Jordan,Tariq,25,Male,75,109,106,1,4,222,ENTP,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your torso?,I scarred my torso when I was 66,How old was your mother when she died?,My mother was 77 when she died,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 22 years old when she had me,Soldier,3
210,Toni,Mcglone,26,Female,74,6,55,3,4,181,INTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,Do you have any shared friends with Reece Garner?,No. Reece and I don't share any friends,Who were your parents?,My mother was Matilda and my father was Zak,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,Weaver,2
211,Morag,Main,26,Female,74,50,99,2,4,220,ESFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,How old was your father when he died?,My father was 31 when he died,Who was your first friend?,My first friend was Garry Garner,What is your eldest sibling's age?,My eldest sibling is William who was born in the year 9,How old was your mother when she died?,My mother was 47 when she died,Housewife,2
212,Marcus,Garner,27,Male,73,24,68,5,4,201,ISFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,Do you have any children?,I have 5 wonderful children!,Would you say you're more of an introvert or an extrovert?,I think I'm more of an introvert,Do you have any shared friends with Kirsten Main?,No. Kirsten and I don't share any friends,Who were your parents?,My mother was Hayley and my father was Zak,Farmer,2
214,Gail,Hosie,27,Female,73,47,96,2,4,244,INFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,How old was your father when he died?,My father was 69 when he died,Who was your first friend?,My first friend was Ava Mcglone,What is your eldest sibling's age?,My eldest sibling is Adam who was born in the year 7,How old was your mother when she died?,My mother was 72 when she died,Housewife,2
215,Paul,Niven,28,Male,72,16,60,1,4,225,ENTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,Do you have any children?,I just have the one child,Would you say you're more of an introvert or an extrovert?,I think I'm more of an extrovert,Do you have any shared friends with Thomas Main?,No. Thomas and I don't share any friends,Who were your parents?,My mother was Eilidh and my father was Samuel,Farmer,2
216,Layla,Mcdonough,28,Female,72,22,71,3,4,233,ESTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father was 72 when he died,Who was your first friend?,My first friend was Clara Fay,Housewife,2
217,Victoria,Bingham,28,Female,72,40,88,2,4,232,ISTP,What did you do when you turned 16?,I became an Housewife once I became an adult.,What happened to your left leg?,I scarred my left leg when I was 68,What is your eldest sibling's age?,My eldest sibling is Ruaridh who was born in the year 7,How old was your mother when she died?,My mother was 80 when she died,Do you have any children?,I have 2 wonderful children!,Housewife,2
218,Cerys,Brewster,28,Female,72,44,95,1,4,223,ENFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Would you say you're more of an introvert or an extrovert?,I think I'm more of an extrovert,Do you have any shared friends with Pauline Bates?,No. Pauline and I don't share any friends,Who were your parents?,My mother was Kayleigh and my father was Sean,How many friends do you have?,I have 4 friends,Housewife,2
219,Cooper,Bates,28,Male,72,108,111,5,4,206,INFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father was 87 when he died,Who was your first friend?,My first friend was Daisy Bates,What is your eldest sibling's age?,My eldest sibling is Pauline who was born in the year 25,Hunter,3
220,Marc,Main,28,Male,72,123,127,2,4,211,ENFP,What did you do when you turned 16?,I became an Hunter once I became an adult.,How old was your mother when she died?,My mother was 77 when she died,Do you have any children?,I have 2 wonderful children!,How old was your mother when she had you?,My mother was 21 years old when she had me,Do you have any shared friends with Gail Hosie?,Yes. We have 1 shared friend. It's Alastair Brewster,Hunter,3
222,Rhiannon,Tariq,29,Female,71,16,60,1,4,209,ENTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your left leg?,I scarred my left leg when I was 60,Who was your first friend?,My first friend was Daryl Drummond,What is your eldest sibling's age?,My eldest sibling is Alastair who was born in the year 25,How old was your mother when she died?,My mother was 51 when she died,Weaver,2
224,Georgie,Main,29,Female,71,32,85,3,4,243,INFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,Do you have any shared friends with Taylor Ritchie?,No. Taylor and I don't share any friends,Who were your parents?,My mother was Jill and my father was James,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,Weaver,2
226,Alastair,Evans,29,Male,71,104,105,0,4,196,ESTJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your right leg?,I burned my right leg when I was 23,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 27 years old when she had me,Do you have any shared friends with Marion Garner?,No. Marion and I don't share any friends,Soldier,3
228,Claire,Hosie,29,Female,71,138,140,0,4,Single,INFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Who was your first friend?,My first friend was Linda Garner,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Brandon who was born 6 years after me,How old was your mother when she died?,My mother was 26 when she died,Do you have any children?,I don't have any children,Weaver,3
229,Bonnie,Ritchie,30,Female,70,21,77,3,4,231,ISFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,Would you say you're more of an introvert or an extrovert?,I think I'm more of an introvert,Do you have any shared friends with Rhys Ritchie?,No. Rhys and I don't share any friends,Who were your parents?,My mother was Ava and my father was Evan,How many friends do you have?,I have 4 friends,Farmer,2
232,Ruairidh,Bingham,30,Male,70,115,102,2,4,217,ISTP,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your torso?,I scarred my torso when I was 19,How old was your mother when she had you?,My mother was 24 years old when she had me,Do you have any shared friends with Freya Gault?,No. Freya and I don't share any friends,Who were your parents?,My mother was Miley and my father was Calvin,Hunter,3
233,Jay,Mcdonough,31,Male,69,129,135,3,4,216,ESTJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your torso?,I burned my torso when I was 28,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father was 57 when he died,Hunter,3
234,Frances,Compton,31,Female,69,133,136,5,4,247,ESFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Who was your first friend?,My first friend was Alastair Niven,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Frances who was born 7 years after me,How old was your mother when she died?,My mother was 30 when she died,Do you have any children?,I have 5 wonderful children!,Housewife,3
235,Cody,Mcghie,32,Male,68,110,116,2,4,246,ENTJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your right arm?,I scarred my right arm when I was 18,How old were you when you married Georgie?,I married Georgie when I was 22 and they were 18,How old was your mother when she had you?,My mother was 28 years old when she had me,Do you have any shared friends with Claire Hosie?,No. Claire and I don't share any friends,Farmer,3
236,Thomas,Main,32,Male,68,123,127,4,4,207,ENFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,Who were your parents?,My mother was Lee and my father was Adam,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father was 77 when he died,Soldier,3
237,Katrina,Fuller,32,Female,68,134,142,3,4,239,ISTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,Who was your first friend?,My first friend was Lennon Mclaren,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Taylor who was born 1 years after me,How old was your mother when she died?,My mother was 88 when she died,Do you have any children?,I have 3 wonderful children!,Weaver,3
239,Taylor,Fuller,33,Male,67,134,142,3,4,237,ISTP,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your right arm?,I burned my right arm when I was 26,What happened to your torso?,I burned my torso when I was 44,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,Soldier,3
240,Kayla,Mcmahon,33,Female,67,149,141,1,4,258,INFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,How old was your father when he died?,My father was 85 when he died,Who was your first friend?,My first friend was Lois Bates,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Georgie who was born 2 years after me,How old was your mother when she died?,My mother is actually still alive,Housewife,3
242,Kara,Tariq,34,Female,66,143,145,3,4,252,ENFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father was 30 when he died,Who was your first friend?,My first friend was Donald Glendinning,Weaver,3
243,Marc,Main,35,Male,65,123,127,3,4,224,ENFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old were you when you married Georgie?,I married Georgie when I was 18 and they were 24,What happened to your left arm?,I scarred my left arm when I was 34,What is your eldest sibling's age?,My eldest sibling is Marc who was born in the year 28,How old was your mother when she died?,My mother was 77 when she died,Farmer,3
244,Brandon,Hosie,35,Male,65,138,140,2,4,214,INTJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your right leg?,I scarred my right leg when I was 20,What happened to your right arm?,I burned my right arm when I was 39,Do you have any children?,I have 2 wonderful children!,How old was your mother when she had you?,My mother was 25 years old when she had me,Hunter,3
245,Lena,Mclaren,35,Female,65,146,157,2,4,264,ESTP,What did you do when you turned 16?,I became an Housewife once I became an adult.,What happened to your left leg?,I scarred my left leg when I was 40,Do you have any shared friends with Leigh Stanners?,No. Leigh and I don't share any friends,Who were your parents?,My mother was Kirsten and my father was Robbie,How many friends do you have?,I have 4 friends,Housewife,3
246,Georgie,Mcghie,35,Female,65,149,141,2,4,235,ENFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father was 85 when he died,Who was your first friend?,My first friend was Gabriel Cahill,What is your eldest sibling's age?,My eldest sibling is Kayla who was born in the year 33,Housewife,3
247,Stuart,Compton,36,Male,64,143,145,5,4,234,ENFP,What did you do when you turned 16?,I became an Hunter once I became an adult.,How old was your mother when she died?,My mother was 77 when she died,Do you have any children?,I have 5 wonderful children!,How old was your mother when she had you?,My mother was 25 years old when she had me,Do you have any shared friends with Thomas Main?,No. Thomas and I don't share any friends,Hunter,3
250,Wendy,Ritchie,37,Female,63,132,124,1,4,261,ESFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your right arm?,I burned my right arm when I was 45,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 28 years old when she had me,Do you have any shared friends with Kayla Mcmahon?,No. Kayla and I don't share any friends,Weaver,3
251,Frances,Mcghie,37,Female,63,153,167,4,4,257,ENTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your torso?,I scarred my torso when I was 41,Who were your parents?,My mother was Elle and my father was Kai,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,Weaver,3
252,Ronald,Tariq,38,Male,62,109,106,3,4,242,ENFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your father when he died?,My father was 72 when he died,Who was your first friend?,My first friend was Cerys Brewster,What is your eldest sibling's age?,My eldest sibling is Jordan who was born in the year 25,How old was your mother when she died?,My mother was 77 when she died,Farmer,3
254,Frances,Drummond,38,Female,62,133,136,0,4,271,ESFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father was 73 when he died,Who was your first friend?,My first friend was Brian Rodden,Housewife,3
255,Rachel,Garner,38,Female,62,151,147,3,4,270,ESFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Olly who was born 12 years after me,How old was your mother when she died?,My mother was 79 when she died,Do you have any children?,I have 3 wonderful children!,How old was your mother when she had you?,My mother was 26 years old when she had me,Weaver,3
256,Deborah,Fuller,38,Female,62,156,158,5,4,259,ISTP,What did you do when you turned 16?,I became an Housewife once I became an adult.,What happened to your left leg?,I scarred my left leg when I was 40,Do you have any shared friends with Taylor Fuller?,No. Taylor and I don't share any friends,Who were your parents?,My mother was Zoe and my father was Henry,How many friends do you have?,I have 4 friends,Housewife,3
258,Gareth,Mcmahon,39,Male,61,149,141,1,4,240,INFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,What is your eldest sibling's age?,My eldest sibling is Kayla who was born in the year 33,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 27 years old when she had me,Soldier,3
259,Elijah,Fuller,39,Male,61,156,158,5,4,256,ISTJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,Do you have any shared friends with Willow Ferry?,No. Willow and I don't share any friends,Who were your parents?,My mother was Zoe and my father was Henry,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,Smith,3
260,Piper,Bingham,39,Female,61,182,166,2,4,272,ISTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your right leg?,I crippled my right leg when I was 38,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Deborah Fuller,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Ben who was born 17 years after me,Weaver,3
261,Lachlan,Ritchie,40,Male,60,139,144,1,4,250,ESFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your mother when she died?,My mother was 77 when she died,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 30 years old when she had me,Do you have any shared friends with Elijah Fuller?,No. Elijah and I don't share any friends,Farmer,3
262,Jason,Stanners,40,Male,60,184,163,3,4,248,ENFP,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your left leg?,I scarred my left leg when I was 17,Who were your parents?,My mother was Abbie and my father was Hunter,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,Hunter,3
263,Jenna,Rodden,41,Female,59,126,137,2,4,267,INFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your father when he died?,My father was 81 when he died,Who was your first friend?,My first friend was Ronald Tariq,What is your eldest sibling's age?,My eldest sibling is Rebekah who was born in the year 38,How old was your mother when she died?,My mother was 73 when she died,Farmer,3
265,Stuart,Dryden,41,Male,59,169,161,0,4,253,ENFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your left leg?,I burned my left leg when I was 47,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father was 82 when he died,Hunter,3
266,Lynn,Main,42,Female,58,165,160,1,4,273,ESFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Who was your first friend?,My first friend was Wendy Ritchie,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Duncan who was born 3 years after me,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I just have the one child,Housewife,3
267,Evan,Rodden,42,Male,58,188,172,2,4,263,INFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your right arm?,I burned my right arm when I was 46,What happened to your left arm?,I burned my left arm when I was 50,How old was your mother when she had you?,My mother was 22 years old when she had me,Do you have any shared friends with Gareth Mcmahon?,No. Gareth and I don't share any friends,Smith,3
270,Gavin,Garner,43,Male,57,183,176,3,4,255,ISFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your right leg?,I burned my right leg when I was 19,Do you have any children?,I have 3 wonderful children!,How old was your mother when she had you?,My mother was 24 years old when she had me,Do you have any shared friends with Kyle Ritchie?,No. Kyle and I don't share any friends,Smith,3
271,Arlo,Drummond,43,Male,57,193,186,0,4,254,ENFP,What did you do when you turned 16?,I became a Soldier once I became an adult.,How old were you when you married Frances?,I married Frances when I was 18 and they were 23,What happened to your left arm?,I scarred my left arm when I was 40,What happened to your left leg?,I scarred my left leg when I was 50,Who were your parents?,My mother was Kathryn and my father was Daryl,Soldier,3
272,Oliver,Bingham,44,Male,56,115,102,2,4,260,ISTP,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your torso?,I scarred my torso when I was 17,How old were you when you married Piper?,I married Piper when I was 18 and they were 23,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,Hunter,3
274,Nicola,Skinner,44,Female,56,189,168,2,4,276,ISTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Georgia who was born 1 years after me,How old was your mother when she died?,My mother was 79 when she died,Do you have any children?,I have 2 wonderful children!,How old was your mother when she had you?,My mother was 24 years old when she had me,Weaver,3
275,Lindsey,Glendinning,44,Female,56,199,205,3,4,282,ENTP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any shared friends with Ronald Tariq?,No. Ronald and I don't share any friends,Who were your parents?,My mother was Ariana and my father was Alastair,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,Housewife,3
276,Alistair,Skinner,45,Male,55,119,117,2,4,274,ISTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your left leg?,I burned my left leg when I was 34,What happened to your right arm?,I burned my right arm when I was 42,How old was your father when he died?,My father was 67 when he died,Who was your first friend?,My first friend was Alastair Evans,Farmer,3
277,Declan,Ferry,45,Male,55,121,125,1,4,283,ISTP,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your right arm?,I scarred my right arm when I was 17,What happened to your left leg?,I crippled my left leg when I was 35,What happened to your left arm?,I crippled my left arm when I was 38,What is your eldest sibling's age?,My eldest sibling is Ryan who was born in the year 33,Soldier,3
278,Carol,Ritchie,45,Female,55,146,157,2,4,284,ESTP,What did you do when you turned 16?,I became an Housewife once I became an adult.,What happened to your right leg?,I scarred my right leg when I was 17,How old was your mother when she died?,My mother was 83 when she died,Do you have any children?,I have 2 wonderful children!,How old was your mother when she had you?,My mother was 34 years old when she had me,Housewife,3
279,Anthony,Fuller,45,Male,55,156,158,1,4,293,ISTJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,Do you have any shared friends with Georgia Roy?,No. Georgia and I don't share any friends,Who were your parents?,My mother was Zoe and my father was Henry,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,Hunter,3
281,Struan,Dryden,45,Male,55,169,161,2,4,269,ENFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,What is your eldest sibling's age?,My eldest sibling is Stuart who was born in the year 41,How old was your mother when she died?,My mother was 32 when she died,Do you have any children?,I have 2 wonderful children!,How old was your mother when she had you?,My mother was 29 years old when she had me,Hunter,3
282,Owen,Glendinning,45,Male,55,171,173,3,4,275,ENFP,What did you do when you turned 16?,I became a Soldier once I became an adult.,Do you have any shared friends with Jordan Tariq?,No. Jordan and I don't share any friends,Who were your parents?,My mother was Keira and my father was Donald,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,Soldier,3
284,Graeme,Ritchie,45,Male,55,190,179,2,4,278,ESFP,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your left arm?,I scarred my left arm when I was 28,Do you have any children?,I have 2 wonderful children!,How old was your mother when she had you?,My mother was 25 years old when she had me,Do you have any shared friends with Heidi Ritchie?,No. Heidi and I don't share any friends,Hunter,3
285,Niall,Cahill,45,Male,55,191,192,3,4,288,INFP,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your torso?,I burned my torso when I was 43,Who were your parents?,My mother was Elsie and my father was Gabriel,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,Soldier,3
286,Meghan,Stephen,45,Female,55,197,203,3,4,280,ESFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Lynn Main,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Ashleigh who was born 11 years after me,How old was your mother when she died?,My mother is actually still alive,Weaver,4
287,Abbi,Dryden,46,Female,54,185,174,2,4,292,ENFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your left arm?,I crippled my left arm when I was 54,Do you have any children?,I have 2 wonderful children!,How old was your mother when she had you?,My mother was 27 years old when she had me,Do you have any shared friends with Jamie Gault?,No. Jamie and I don't share any friends,Farmer,3
288,Ailsa,Cahill,47,Female,53,130,120,3,4,285,ENFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,Who were your parents?,My mother was Amy and my father was Lee,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father was 78 when he died,Farmer,3
291,Rosie,Bates,47,Female,53,149,141,1,4,302,ENFJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,How old was your father when he died?,My father was 85 when he died,Who was your first friend?,My first friend was Arlo Drummond,Weaver,3
293,Willow,Fuller,47,Female,53,177,164,1,4,279,INTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any shared friends with Niall Cahill?,No. Niall and I don't share any friends,Who were your parents?,My mother was Megan and my father was Callan,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,Housewife,3
