ID Number,Forename,Surname,Birth Year,Sex,Age,Mother ID,Father ID,No. of Kids,No. of Friends,Partner ID,MB Type,Q1,A1,Q2,A2,Q3,A3,Q4,A4,Q5,A5,Job,Gen
115,Mitchell,Mclaren,23,Male,77,28,57,0,4,Single,ISFP,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your left arm?,I burned my left arm when I was 25,What happened to your right arm?,I scarred my right arm when I was 47,Who was your first friend?,My first friend was Caroline Thomas,What is your eldest sibling's age?,My eldest sibling is Reece who was born in the year 11,Soldier,2
116,Reece,Bingham,23,Male,77,30,59,2,4,126,INTP,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your left arm?,I burned my left arm when I was 16,What happened to your right arm?,I crippled my right arm when I was 63,How old was your mother when she died?,My mother was 78 when she died,Do you have any children?,I have 2 wonderful children!,Smith,2
117,Jaxon,Husband,24,Male,76,8,40,4,4,131,ESFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,Would you say you're more of an introvert or an extrovert?,I think I'm more of an extrovert,Do you have any shared friends with Catriona Mair?,No. Catriona and I don't share any friends,Who were your parents?,My mother was Stacy and my father was Cody,How many friends do you have?,I have 4 friends,Farmer,2
118,Kevin,Fay,24,Male,76,24,54,0,4,Single,ISFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your right leg?,I scarred my right leg when I was 68,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father was 85 when he died,Who was your first friend?,My first friend was Wayne Fay,Smith,2
119,Linsey,Lang,24,Female,76,66,63,4,4,100,ENFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Leigh who was born 24 years after me,How old was your mother when she died?,My mother was 49 when she died,Do you have any children?,I have 4 wonderful children!,How old was your mother when she had you?,My mother was 20 years old when she had me,Housewife,3
121,David,Thomas,25,Male,75,12,39,0,4,Single,INFJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,How old was your father when he died?,My father was 76 when he died,Who was your first friend?,My first friend was Reece Bingham,What is your eldest sibling's age?,My eldest sibling is Blair who was born in the year 4,How old was your mother when she died?,My mother was 46 when she died,Smith,2
123,Arthur,Harkness,26,Male,74,2,34,1,4,122,ENFP,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your left arm?,I scarred my left arm when I was 20,Who were your parents?,My mother was Katie and my father was Grayson,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,Soldier,2
124,Mark,Smith,26,Male,74,6,35,0,4,Single,INTP,What did you do when you turned 16?,I became a Soldier once I became an adult.,How old was your father when he died?,My father was 77 when he died,Who was your first friend?,My first friend was Donna Smith,What is your eldest sibling's age?,My eldest sibling is Stacy who was born in the year 2,How old was your mother when she died?,My mother was 78 when she died,Soldier,2
125,Ruaridh,Mcauley,27,Male,73,9,42,0,4,Single,ISTP,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your right leg?,I crippled my right leg when I was 17,Do you have any children?,I don't have any children,Would you say you're more of an introvert or an extrovert?,I think I'm more of an introvert,Do you have any shared friends with Mitchell Mclaren?,No. Mitchell and I don't share any friends,Soldier,2
126,Hallie,Bingham,27,Female,73,18,48,2,4,116,ENTP,What did you do when you turned 16?,I became an Housewife once I became an adult.,What happened to your right leg?,I scarred my right leg when I was 17,Who were your parents?,My mother was Frances and my father was Richard,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,Housewife,2
127,Demi,Hair,28,Female,72,27,58,3,4,135,ESTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your right arm?,I crippled my right arm when I was 51,How old was your father when he died?,My father was 86 when he died,Who was your first friend?,My first friend was Duncan Ingram,Do you have any injuries to your head?,I've never had any serious injuries to my head,Weaver,2
128,Henry,Bingham,28,Male,72,30,59,0,4,Single,INTJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your left arm?,I burned my left arm when I was 17,What happened to your left arm?,I lost my left arm when I was 41,How old was your mother when she died?,My mother was 78 when she died,Do you have any children?,I don't have any children,Smith,2
129,Graeme,Hampson,29,Male,71,15,53,0,4,Single,ENFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,Would you say you're more of an introvert or an extrovert?,I think I'm more of an extrovert,Do you have any shared friends with Robbie Lang?,No. Robbie and I don't share any friends,Who were your parents?,My mother was Shelley and my father was Wesley,How many friends do you have?,I have 4 friends,Farmer,2
130,Elsie,Hair,29,Female,71,22,51,0,4,Single,ESTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your right leg?,I scarred my right leg when I was 54,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father was 30 when he died,Who was your first friend?,My first friend was Carson Mair,Weaver,2
131,Sarah,Husband,29,Female,71,68,70,4,4,117,ENFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Graham who was born 1 years after me,How old was your mother when she died?,My mother was 66 when she died,Do you have any children?,I have 4 wonderful children!,How old was your mother when she had you?,My mother was 24 years old when she had me,Weaver,3
134,Lexie,Priestley,30,Female,70,17,49,3,4,137,ENFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your father when he died?,My father was 79 when he died,Who was your first friend?,My first friend was Hallie Bingham,What is your eldest sibling's age?,My eldest sibling is Grace who was born in the year 7,How old was your mother when she died?,My mother was 83 when she died,Weaver,2
135,Bradley,Hair,30,Male,70,22,51,3,4,127,ESTJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,Do you have any children?,I have 3 wonderful children!,Would you say you're more of an introvert or an extrovert?,I think I'm more of an extrovert,Do you have any shared friends with Ruaridh Mcauley?,No. Ruaridh and I don't share any friends,Who were your parents?,My mother was Mirren and my father was Jay,Hunter,2
136,Anthony,Baird,30,Male,70,64,72,2,4,141,ISFP,What did you do when you turned 16?,I became an Hunter once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,No. I'm an only child,How old was your father when he died?,My father was 87 when he died,Who was your first friend?,My first friend was Gillian Lang,Hunter,3
137,Graham,Priestley,30,Male,70,68,70,3,4,134,INFP,What did you do when you turned 16?,I became a Soldier once I became an adult.,How old were you when you married Lexie?,I married Lexie when I was 18 and they were 18,What happened to your torso?,I scarred my torso when I was 26,What happened to your left leg?,I burned my left leg when I was 55,What is your eldest sibling's age?,My eldest sibling is Sarah who was born in the year 29,Soldier,3
138,Kenzie,Thomas,30,Male,70,80,65,0,4,Single,INFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your left arm?,I crippled my left arm when I was 65,How old was your mother when she died?,My mother was 69 when she died,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 22 years old when she had me,Soldier,3
139,Alasdair,Priestley,33,Male,67,61,62,0,4,Single,INTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,Do you have any shared friends with Hugh Harkness?,Yes. We have 1 shared friend. It's Liam Smith,Who were your parents?,My mother was Stacy and my father was Keiran,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 4 siblings,Farmer,3
142,Luke,Priestley,37,Male,63,68,70,3,4,151,INFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your left leg?,I burned my left leg when I was 24,Do you have any shared friends with Kevin Fay?,No. Kevin and I don't share any friends,Who were your parents?,My mother was Joanne and my father was Theo,How many friends do you have?,I have 4 friends,Farmer,3
144,Eric,Priestley,38,Male,62,61,62,1,4,156,ENTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your mother when she died?,My mother was 77 when she died,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 36 years old when she had me,Do you have any shared friends with Arthur Harkness?,No. Arthur and I don't share any friends,Farmer,3
146,Harper,Mair,39,Female,61,85,79,1,4,143,ISTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,What happened to your torso?,I scarred my torso when I was 26,Who was your first friend?,My first friend was Finlay Dalgleish,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Gordon who was born 20 years after me,How old was your mother when she died?,My mother was 87 when she died,Weaver,3
147,Mohammed,Priestley,40,Male,60,61,62,1,4,159,ENTP,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your right leg?,I crippled my right leg when I was 31,What happened to your right arm?,I burned my right arm when I was 33,What happened to your torso?,I burned my torso when I was 39,What happened to your left leg?,I lost my left leg when I was 60,Hunter,3
148,Nova,Priestley,40,Female,60,76,81,2,4,140,ENTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any children?,I have 2 wonderful children!,How old was your mother when she had you?,My mother was 33 years old when she had me,Do you have any shared friends with Lynne Mutch?,No. Lynne and I don't share any friends,Who were your parents?,My mother was Aimee and my father was Ryan,Housewife,3
150,Jax,Ingram,41,Male,59,77,90,0,4,Single,ENFP,What did you do when you turned 16?,I became a Soldier once I became an adult.,How old was your father when he died?,My father was 74 when he died,Who was your first friend?,My first friend was Maya Baird,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Gary who was born 4 years after me,How old was your mother when she died?,My mother was 87 when she died,Soldier,3
153,Morgan,Hampson,43,Male,57,87,104,2,4,166,INFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,How old were you when you married Amelia?,I married Amelia when I was 25 and they were 18,What happened to your torso?,I scarred my torso when I was 35,Do you have any siblings?,No. I'm an only child,How old was your father when he died?,My father is actually still alive,Soldier,3
155,Oscar,Thomas,44,Male,56,80,65,0,4,Single,INFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,Who was your first friend?,My first friend was Harper Mair,What is your eldest sibling's age?,My eldest sibling is Kenzie who was born in the year 30,How old was your mother when she died?,My mother was 69 when she died,Do you have any children?,I don't have any children,Farmer,3
157,Gary,Ingram,45,Male,55,77,90,2,4,175,ESFP,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your torso?,I burned my torso when I was 37,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father was 74 when he died,Who was your first friend?,My first friend was Elsie Hair,Soldier,3
158,Kristopher,Holt,45,Male,55,107,95,1,4,160,INTJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,What is your eldest sibling's age?,My eldest sibling is Shannon who was born in the year 42,How old was your mother when she died?,My mother was 73 when she died,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 25 years old when she had me,Soldier,3
161,Brandon,Mair,47,Male,53,91,94,3,4,172,ISTJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your left arm?,I crippled my left arm when I was 20,How old were you when you married Michaela?,I married Michaela when I was 23 and they were 18,What happened to your right arm?,I burned my right arm when I was 37,Do you have any children?,I have 3 wonderful children!,Smith,3
163,Wesley,Harkness,47,Male,53,122,123,0,4,180,ENFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,No. I'm an only child,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Mila Mair,Soldier,3
164,Leigh,Dalgleish,48,Female,52,66,63,5,4,165,INFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,What is your eldest sibling's age?,My eldest sibling is Linsey who was born in the year 24,How old was your mother when she died?,My mother was 49 when she died,Do you have any children?,I have 5 wonderful children!,How old was your mother when she had you?,My mother was 44 years old when she had me,Housewife,3
165,Richard,Dalgleish,48,Male,52,84,73,5,4,164,INTJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,Do you have any shared friends with Evie Holt?,No. Evie and I don't share any friends,Who were your parents?,My mother was Deborah and my father was Joe,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,Smith,3
167,Jonathan,Thomas,50,Male,50,80,65,3,4,176,INFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your left leg?,I crippled my left leg when I was 40,Do you have any children?,I have 3 wonderful children!,How old was your mother when she had you?,My mother was 42 years old when she had me,Do you have any shared friends with Kristopher Holt?,No. Kristopher and I don't share any friends,Farmer,3
168,Carol,Mutch,50,Female,50,119,100,2,4,169,ESFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Who were your parents?,My mother was Linsey and my father was Robbie,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father is actually still alive,Housewife,3
169,Frank,Mutch,50,Male,50,120,132,2,4,168,ESTJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,How old were you when you married Carol?,I married Carol when I was 18 and they were 18,What happened to your right leg?,I burned my right leg when I was 50,Who was your first friend?,My first friend was Brandon Mair,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Michaela who was born 1 years after me,Soldier,4
170,Jack,Hair,50,Male,50,127,135,4,4,182,ESTJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I have 4 wonderful children!,How old was your mother when she had you?,My mother was 22 years old when she had me,Do you have any shared friends with Carol Mutch?,No. Carol and I don't share any friends,Soldier,3
171,Grayson,Harkness,51,Male,49,98,112,4,4,187,ENFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,Who were your parents?,My mother was Abigail and my father was Hugh,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father is actually still alive,Farmer,3
174,Aiden,Lang,52,Male,48,106,97,0,4,Single,ESFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your left arm?,I scarred my left arm when I was 36,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Melanie Priestley,Soldier,3
175,Nikki,Ingram,53,Female,47,131,117,2,4,157,ENFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your right leg?,I scarred my right leg when I was 25,What happened to your right leg?,I burned my right leg when I was 37,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Calvin who was born 9 years after me,How old was your mother when she died?,My mother is actually still alive,Farmer,3
176,Kimberly,Thomas,53,Female,47,134,137,3,4,167,INFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any children?,I have 3 wonderful children!,How old was your mother when she had you?,My mother was 23 years old when she had me,Do you have any shared friends with Luke Priestley?,No. Luke and I don't share any friends,Who were your parents?,My mother was Lexie and my father was Graham,Housewife,4
178,Ross,Mair,54,Male,46,91,94,1,4,177,ISTJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,What is your eldest sibling's age?,My eldest sibling is Evie who was born in the year 46,How old was your mother when she died?,My mother was 82 when she died,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 42 years old when she had me,Soldier,3
179,Raymond,Smith,54,Male,46,111,114,0,4,188,INTP,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your left leg?,I crippled my left leg when I was 40,Do you have any shared friends with Shannon Mutch?,No. Shannon and I don't share any friends,Who were your parents?,My mother was Donna and my father was Liam,How many friends do you have?,I have 4 friends,Soldier,3
180,Kerri,Harkness,54,Female,46,134,137,0,4,163,ENFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any siblings?,Yes. I actually have 2 siblings,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Donna Smith,What is your eldest sibling's age?,My eldest sibling is Kimberly who was born in the year 53,Housewife,4
181,Cooper,Ingram,56,Male,44,77,90,1,4,190,ESFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old were you when you married Caitlyn?,I married Caitlyn when I was 20 and they were 18,How old was your mother when she died?,My mother was 87 when she died,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 49 years old when she had me,Farmer,3
182,Sarah,Hair,56,Female,44,119,100,4,4,170,ESFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any shared friends with Jill Priestley?,No. Jill and I don't share any friends,Who were your parents?,My mother was Linsey and my father was Robbie,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,Housewife,3
183,Alastair,Mutch,57,Male,43,76,81,0,4,Single,ENTP,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your father when he died?,My father was 67 when he died,Who was your first friend?,My first friend was Kerri Harkness,What is your eldest sibling's age?,My eldest sibling is Kyle who was born in the year 29,How old was your mother when she died?,My mother was 92 when she died,Farmer,3
184,George,Mair,57,Male,43,89,82,1,4,193,ISTJ,What did you do when you turned 16?,I became a Blacksmith once I became an adult.,What happened to your right leg?,I lost my right leg when I was 38,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 46 years old when she had me,Do you have any shared friends with Caitlyn Ingram?,No. Caitlyn and I don't share any friends,Smith,3
185,Declan,Lang,57,Male,43,106,97,1,4,199,ESFJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,Who were your parents?,My mother was Gillian and my father was Henry,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father is actually still alive,Soldier,3
186,Allan,Mair,57,Male,43,108,109,0,4,Single,ESTP,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your right leg?,I scarred my right leg when I was 36,Who was your first friend?,My first friend was Jenna Smith,What is your eldest sibling's age?,My eldest sibling is Jill who was born in the year 44,How old was your mother when she died?,My mother is actually still alive,Soldier,3
188,Jenna,Smith,57,Female,43,126,116,0,4,179,ENTP,What did you do when you turned 16?,I became a Weaver once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Shannon Smith,Weaver,3
189,Kris,Hair,57,Male,43,127,135,0,4,Single,ESTJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,What is your eldest sibling's age?,My eldest sibling is Jack who was born in the year 50,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 29 years old when she had me,Soldier,3
190,Caitlyn,Ingram,57,Female,43,141,136,1,4,181,ISFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any shared friends with Kimberly Thomas?,No. Kimberly and I don't share any friends,Who were your parents?,My mother was Maya and my father was Anthony,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,Housewife,4
192,Samuel,Mclaren,59,Male,41,103,88,0,4,200,ISTP,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your right arm?,I scarred my right arm when I was 41,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 41 years old when she had me,Do you have any shared friends with Jack Hair?,No. Jack and I don't share any friends,Hunter,3
193,Charlotte,Mair,60,Female,40,89,82,1,4,184,ISTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Who were your parents?,My mother was Barbara and my father was Carter,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father was 79 when he died,Weaver,3
194,Zak,Farrell,61,Male,39,99,96,1,4,209,ESFJ,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your left arm?,I scarred my left arm when I was 28,What happened to your torso?,I burned my torso when I was 35,Who was your first friend?,My first friend was Aiden Lang,Do you have any injuries to your head?,I've never had any serious injuries to my head,Hunter,3
195,Allan,Mair,61,Male,39,146,143,0,4,207,ISTJ,What did you do when you turned 16?,I became a Soldier once I became an adult.,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 22 years old when she had me,Do you have any shared friends with Harper Mair?,No. Harper and I don't share any friends,Soldier,4
196,Theo,Priestley,61,Male,39,151,142,1,4,205,ENFP,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your left arm?,I scarred my left arm when I was 16,What happened to your right arm?,I scarred my right arm when I was 17,What happened to your right leg?,I scarred my right leg when I was 19,Who were your parents?,My mother was Gracie and my father was Luke,Soldier,4
197,Calvin,Husband,62,Male,38,131,117,0,4,Single,ESFP,What did you do when you turned 16?,I became a Farmer once I became an adult.,What happened to your left arm?,I burned my left arm when I was 20,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. I actually have 3 siblings,How old was your father when he died?,My father is actually still alive,Farmer,3
198,Gail,Mcrae,63,Female,37,107,95,0,4,191,INTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,Who was your first friend?,My first friend was Kimberly Thomas,What is your eldest sibling's age?,My eldest sibling is Shannon who was born in the year 42,How old was your mother when she died?,My mother was 73 when she died,Do you have any children?,I don't have any children,Housewife,3
199,Laura,Lang,64,Female,36,131,117,1,4,185,ESFP,What did you do when you turned 16?,I became a Weaver once I became an adult.,How old was your mother when she had you?,My mother was 35 years old when she had me,Do you have any shared friends with Calvin Husband?,Yes. We have 1 shared friend. It's Riley Lang,Who were your parents?,My mother was Sarah and my father was Jaxon,How many friends do you have?,I have 4 friends,Weaver,3
200,Madison,Mclaren,65,Female,35,141,136,0,4,192,ISFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was George Mair,What is your eldest sibling's age?,My eldest sibling is Caitlyn who was born in the year 57,Housewife,4
201,Bradley,Harkness,66,Male,34,98,112,1,4,212,ENFP,What did you do when you turned 16?,I became an Hunter once I became an adult.,What happened to your right leg?,I scarred my right leg when I was 21,How old was your mother when she died?,My mother was 71 when she died,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 50 years old when she had me,Hunter,3
202,Peter,Mair,67,Male,33,108,109,0,4,211,ESTP,What did you do when you turned 16?,I became a Soldier once I became an adult.,What happened to your right arm?,I scarred my right arm when I was 22,How old were you when you married Lesley?,I married Lesley when I was 22 and they were 18,Do you have any shared friends with Zak Farrell?,No. Zak and I don't share any friends,Who were your parents?,My mother was Catriona and my father was Carson,Soldier,3
203,Neve,Priestley,67,Female,33,126,116,1,4,204,INTP,What did you do when you turned 16?,I became an Housewife once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Allan Mair,Housewife,3
204,Steven,Priestley,67,Male,33,148,140,1,4,203,ENTP,What did you do when you turned 16?,I became a Soldier once I became an adult.,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Aiden who was born 7 years after me,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 27 years old when she had me,Soldier,4
205,Thea,Priestley,67,Female,33,159,147,1,4,196,ENFP,What did you do when you turned 16?,I became an Housewife once I became an adult.,Do you have any shared friends with Wesley Priestley?,Yes. We have 1 shared friend. It's Deborah Harkness,Who were your parents?,My mother was Melanie and my father was Mohammed,How many friends do you have?,I have 4 friends,Do you have any siblings?,No. I'm an only child,Housewife,4
206,Riley,Lang,68,Male,32,119,100,1,4,217,ESFJ,What did you do when you turned 16?,I became a Farmer once I became an adult.,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Calvin Husband,What is your eldest sibling's age?,My eldest sibling is Carol who was born in the year 50,How old was your mother when she died?,My mother is actually still alive,Farmer,3
207,Arlene,Mair,69,Female,31,160,158,0,4,195,INTJ,What did you do when you turned 16?,I became a Weaver once I became an adult.,Do you have any children?,I don't have any children,How old was your mother when she had you?,My mother was 23 years old when she had me,Do you have any shared friends with Gordon Mcrae?,No. Gordon and I don't share any friends,Who were your parents?,My mother was Evie and my father was Kristopher,Weaver,4
208,Carla,Holt,69,Female,31,166,153,0,4,210,INTJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,How many friends do you have?,I have 4 friends,Do you have any siblings?,Yes. but I only have one sibling,How old was your father when he died?,My father is actually still alive,Who was your first friend?,My first friend was Raymond Smith,Housewife,4
209,Margaret,Farrell,69,Female,31,168,169,1,4,194,ESFJ,What did you do when you turned 16?,I became an Housewife once I became an adult.,What is your eldest sibling's age?,I'm the eldest sibling. The next eldest is Stephanie who was born 8 years after me,How old was your mother when she died?,My mother is actually still alive,Do you have any children?,I just have the one child,How old was your mother when she had you?,My mother was 19 years old when she had me,Housewife,5
